policy,trial_id,relation_type,criterion,severity,noise,recovery_regret,cost_regret,harm_regret,total_regret,recovered,utility,oracle_utility
highest_stage_posterior,development:403:FB+FR:strict_masking:0.75:0.10:0:highest_stage_posterior,strict_masking,pi_2,0.75,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.75:0.10:0:greedy_gain,strict_masking,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.75:0.10:0:end_to_end,strict_masking,pi_2,0.75,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.75:0.10:0:oracle,strict_masking,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.75:0.20:0:qrtc,strict_masking,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.75:0.20:0:random,strict_masking,pi_2,0.75,0.2,0.0,0.0,1.0,1.1,False,-0.5,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.75:0.20:0:cheapest_first,strict_masking,pi_2,0.75,0.2,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.75:0.20:0:highest_stage_posterior,strict_masking,pi_2,0.75,0.2,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.75:0.20:0:greedy_gain,strict_masking,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.75:0.20:0:end_to_end,strict_masking,pi_2,0.75,0.2,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.75:0.20:0:oracle,strict_masking,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:1.00:0.00:0:qrtc,strict_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:1.00:0.00:0:random,strict_masking,pi_2,1.0,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
cheapest_first,development:403:FB+FR:strict_masking:1.00:0.00:0:cheapest_first,strict_masking,pi_2,1.0,0.0,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:1.00:0.00:0:highest_stage_posterior,strict_masking,pi_2,1.0,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:1.00:0.00:0:greedy_gain,strict_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:1.00:0.00:0:end_to_end,strict_masking,pi_2,1.0,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:1.00:0.00:0:oracle,strict_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:1.00:0.05:0:qrtc,strict_masking,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:1.00:0.05:0:random,strict_masking,pi_2,1.0,0.05,0.0,0.0,1.0,0.95,False,-0.35,0.6
cheapest_first,development:403:FB+FR:strict_masking:1.00:0.05:0:cheapest_first,strict_masking,pi_2,1.0,0.05,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:1.00:0.05:0:highest_stage_posterior,strict_masking,pi_2,1.0,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:1.00:0.05:0:greedy_gain,strict_masking,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:1.00:0.05:0:end_to_end,strict_masking,pi_2,1.0,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:1.00:0.05:0:oracle,strict_masking,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:1.00:0.10:0:qrtc,strict_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:1.00:0.10:0:random,strict_masking,pi_2,1.0,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
cheapest_first,development:403:FB+FR:strict_masking:1.00:0.10:0:cheapest_first,strict_masking,pi_2,1.0,0.1,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:1.00:0.10:0:highest_stage_posterior,strict_masking,pi_2,1.0,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:1.00:0.10:0:greedy_gain,strict_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:1.00:0.10:0:end_to_end,strict_masking,pi_2,1.0,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:1.00:0.10:0:oracle,strict_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:1.00:0.20:0:qrtc,strict_masking,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:1.00:0.20:0:random,strict_masking,pi_2,1.0,0.2,0.0,0.0,1.0,1.1,False,-0.5,0.6
cheapest_first,development:403:FB+FR:strict_masking:1.00:0.20:0:cheapest_first,strict_masking,pi_2,1.0,0.2,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:1.00:0.20:0:highest_stage_posterior,strict_masking,pi_2,1.0,0.2,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:1.00:0.20:0:greedy_gain,strict_masking,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:1.00:0.20:0:end_to_end,strict_masking,pi_2,1.0,0.2,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:1.00:0.20:0:oracle,strict_masking,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:soft_masking:0.25:0.00:0:qrtc,soft_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.25:0.00:0:random,soft_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.25:0.00:0:cheapest_first,soft_masking,pi_2,0.25,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.25:0.00:0:highest_stage_posterior,soft_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.25:0.00:0:greedy_gain,soft_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.25:0.00:0:end_to_end,soft_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.25:0.00:0:oracle,soft_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.25:0.05:0:qrtc,soft_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.25:0.05:0:random,soft_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.25:0.05:0:cheapest_first,soft_masking,pi_2,0.25,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.25:0.05:0:highest_stage_posterior,soft_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.25:0.05:0:greedy_gain,soft_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.25:0.05:0:end_to_end,soft_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.25:0.05:0:oracle,soft_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.25:0.10:0:qrtc,soft_masking,pi_2,0.25,0.1,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.25:0.10:0:random,soft_masking,pi_2,0.25,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.25:0.10:0:cheapest_first,soft_masking,pi_2,0.25,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.25:0.10:0:highest_stage_posterior,soft_masking,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.25:0.10:0:greedy_gain,soft_masking,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.25:0.10:0:end_to_end,soft_masking,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.25:0.10:0:oracle,soft_masking,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.25:0.20:0:qrtc,soft_masking,pi_2,0.25,0.2,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.25:0.20:0:random,soft_masking,pi_2,0.25,0.2,0.0,0.0,1.0,1.15,False,-0.35,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.25:0.20:0:cheapest_first,soft_masking,pi_2,0.25,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.25:0.20:0:highest_stage_posterior,soft_masking,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.25:0.20:0:greedy_gain,soft_masking,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.25:0.20:0:end_to_end,soft_masking,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.25:0.20:0:oracle,soft_masking,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.50:0.00:0:qrtc,soft_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.50:0.00:0:random,soft_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.50:0.00:0:cheapest_first,soft_masking,pi_2,0.5,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.50:0.00:0:highest_stage_posterior,soft_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.50:0.00:0:greedy_gain,soft_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.50:0.00:0:end_to_end,soft_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.50:0.00:0:oracle,soft_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.50:0.05:0:qrtc,soft_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.50:0.05:0:random,soft_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.50:0.05:0:cheapest_first,soft_masking,pi_2,0.5,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.50:0.05:0:highest_stage_posterior,soft_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.50:0.05:0:greedy_gain,soft_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.50:0.05:0:end_to_end,soft_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.50:0.05:0:oracle,soft_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.50:0.10:0:qrtc,soft_masking,pi_2,0.5,0.1,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.50:0.10:0:random,soft_masking,pi_2,0.5,0.1,0.0,0.0,1.0,1.15,False,-0.35,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.50:0.10:0:cheapest_first,soft_masking,pi_2,0.5,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.50:0.10:0:highest_stage_posterior,soft_masking,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.50:0.10:0:greedy_gain,soft_masking,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.50:0.10:0:end_to_end,soft_masking,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.50:0.10:0:oracle,soft_masking,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.50:0.20:0:qrtc,soft_masking,pi_2,0.5,0.2,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.50:0.20:0:random,soft_masking,pi_2,0.5,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.50:0.20:0:cheapest_first,soft_masking,pi_2,0.5,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.50:0.20:0:highest_stage_posterior,soft_masking,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.50:0.20:0:greedy_gain,soft_masking,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.50:0.20:0:end_to_end,soft_masking,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.50:0.20:0:oracle,soft_masking,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.75:0.00:0:qrtc,soft_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.75:0.00:0:random,soft_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.75:0.00:0:cheapest_first,soft_masking,pi_2,0.75,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.75:0.00:0:highest_stage_posterior,soft_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.75:0.00:0:greedy_gain,soft_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.75:0.00:0:end_to_end,soft_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.75:0.00:0:oracle,soft_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.75:0.05:0:qrtc,soft_masking,pi_2,0.75,0.05,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.75:0.05:0:random,soft_masking,pi_2,0.75,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.75:0.05:0:cheapest_first,soft_masking,pi_2,0.75,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.75:0.05:0:highest_stage_posterior,soft_masking,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.75:0.05:0:greedy_gain,soft_masking,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.75:0.05:0:end_to_end,soft_masking,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.75:0.05:0:oracle,soft_masking,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.75:0.10:0:qrtc,soft_masking,pi_2,0.75,0.1,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.75:0.10:0:random,soft_masking,pi_2,0.75,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.75:0.10:0:cheapest_first,soft_masking,pi_2,0.75,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.75:0.10:0:highest_stage_posterior,soft_masking,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.75:0.10:0:greedy_gain,soft_masking,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.75:0.10:0:end_to_end,soft_masking,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.75:0.10:0:oracle,soft_masking,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:0.75:0.20:0:qrtc,soft_masking,pi_2,0.75,0.2,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:0.75:0.20:0:random,soft_masking,pi_2,0.75,0.2,0.0,0.0,1.0,1.3,False,-0.5,0.8
cheapest_first,development:403:FB+FR:soft_masking:0.75:0.20:0:cheapest_first,soft_masking,pi_2,0.75,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:0.75:0.20:0:highest_stage_posterior,soft_masking,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:0.75:0.20:0:greedy_gain,soft_masking,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:0.75:0.20:0:end_to_end,soft_masking,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:0.75:0.20:0:oracle,soft_masking,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:1.00:0.00:0:qrtc,soft_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:1.00:0.00:0:random,soft_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:soft_masking:1.00:0.00:0:cheapest_first,soft_masking,pi_2,1.0,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:1.00:0.00:0:highest_stage_posterior,soft_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:1.00:0.00:0:greedy_gain,soft_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:1.00:0.00:0:end_to_end,soft_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:1.00:0.00:0:oracle,soft_masking,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:1.00:0.05:0:qrtc,soft_masking,pi_2,1.0,0.05,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:1.00:0.05:0:random,soft_masking,pi_2,1.0,0.05,0.0,0.0,1.0,1.15,False,-0.35,0.8
cheapest_first,development:403:FB+FR:soft_masking:1.00:0.05:0:cheapest_first,soft_masking,pi_2,1.0,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:1.00:0.05:0:highest_stage_posterior,soft_masking,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:1.00:0.05:0:greedy_gain,soft_masking,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:1.00:0.05:0:end_to_end,soft_masking,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:1.00:0.05:0:oracle,soft_masking,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:1.00:0.10:0:qrtc,soft_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:1.00:0.10:0:random,soft_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:soft_masking:1.00:0.10:0:cheapest_first,soft_masking,pi_2,1.0,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:1.00:0.10:0:highest_stage_posterior,soft_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:1.00:0.10:0:greedy_gain,soft_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:1.00:0.10:0:end_to_end,soft_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:1.00:0.10:0:oracle,soft_masking,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:soft_masking:1.00:0.20:0:qrtc,soft_masking,pi_2,1.0,0.2,0.0,0.0,0.0,0.20000000000000007,True,0.6,0.8
random,development:403:FB+FR:soft_masking:1.00:0.20:0:random,soft_masking,pi_2,1.0,0.2,0.0,0.0,1.0,1.3,False,-0.5,0.8
cheapest_first,development:403:FB+FR:soft_masking:1.00:0.20:0:cheapest_first,soft_masking,pi_2,1.0,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:soft_masking:1.00:0.20:0:highest_stage_posterior,soft_masking,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:soft_masking:1.00:0.20:0:greedy_gain,soft_masking,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:soft_masking:1.00:0.20:0:end_to_end,soft_masking,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:soft_masking:1.00:0.20:0:oracle,soft_masking,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:independent:0.25:0.00:0:qrtc,independent,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:403:FB+FR:independent:0.25:0.00:0:random,independent,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:independent:0.25:0.00:0:cheapest_first,independent,pi_2,0.25,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:independent:0.25:0.00:0:highest_stage_posterior,independent,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:independent:0.25:0.00:0:greedy_gain,independent,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:independent:0.25:0.00:0:end_to_end,independent,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:independent:0.25:0.00:0:oracle,independent,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:independent:0.25:0.05:0:qrtc,independent,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:403:FB+FR:independent:0.25:0.05:0:random,independent,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:403:FB+FR:independent:0.25:0.05:0:cheapest_first,independent,pi_2,0.25,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:403:FB+FR:independent:0.25:0.05:0:highest_stage_posterior,independent,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:403:FB+FR:independent:0.25:0.05:0:greedy_gain,independent,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:403:FB+FR:independent:0.25:0.05:0:end_to_end,independent,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:403:FB+FR:independent:0.25:0.05:0:oracle,independent,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FB+FR:independent:0.25:0.10:0:qrtc,independent,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:403:FB+FR:independent:0.25:0.10:0:random,independent,pi_2,0.25,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
